"emp_no","last_name","first_name","hire_date"
299753,"Chenoweth","Nikolaus","1986-05-31"
21791,"Standera","Miomir","1986-03-17"
78033,"Bashian","Dinah","1986-04-09"
445789,"Luft","Candido","1986-11-29"
434233,"Manders","Apostol","1986-06-28"
67329,"Kalafatis","Weiye","1986-08-28"
405709,"Eugenio","Zvonko","1986-06-14"
88258,"Birsak","Mototsugu","1986-12-09"
66702,"Thibadeau","Deniz","1986-03-11"
493373,"Werthner","Gretta","1986-05-25"
258293,"Pietracaprina","Steve","1986-07-17"
45697,"Walstra","Stamatina","1986-03-03"
47833,"Atchley","Lucien","1986-02-22"
59280,"Gniady","Wilmer","1986-12-08"
407899,"Edelhoff","Jongsuk","1986-04-28"
52157,"Maquelin","Jiong","1986-02-10"
275434,"Hmelo","Yonghong","1986-10-01"
98519,"Pehl","Shin","1986-08-23"
459962,"Luks","Nikolaus","1986-09-29"
236508,"Salinas","Subir","1986-06-17"
293623,"Eiter","Kousuke","1986-02-27"
477795,"Brookman","Bouchung","1986-06-17"
409032,"Foong","Marin","1986-10-07"
35195,"Peir","Mart","1986-09-11"
489484,"Furedi","Qingxiang","1986-03-14"
417892,"Falby","Mack","1986-04-09"
55958,"Kambil","Kamran","1986-09-01"
476984,"Schreiter","Xiaobin","1986-05-10"
88449,"Naudin","Lihong","1986-12-15"
295027,"Karner","Zeljko","1986-03-06"
68714,"Nishimukai","Alselm","1986-01-15"
463862,"Compeau","Baocai","1986-12-23"
104610,"Peak","Fusako","1986-01-10"
482119,"Emden","Mitsuyuki","1986-01-13"
101338,"Legleitner","Nobuyoshi","1986-09-05"
278180,"Ferriere","Niteen","1986-06-07"
240928,"Unni","Shahaf","1986-02-08"
259514,"Pileggi","Nimmagadda","1986-12-13"
75618,"Bazelow","Volkmar","1986-12-20"
496593,"Valtorta","Arvin","1986-12-22"
248292,"Bugrara","Arunas","1986-01-09"
416447,"Katzenelson","Adhemar","1986-06-03"
91879,"Kornyak","Adin","1986-01-15"
99716,"Casperson","Luerbio","1986-12-17"
236140,"Vidal","Serge","1986-05-20"
256636,"Hoppenstand","Mayuri","1986-05-20"
283235,"Birdsall","Toney","1986-02-24"
475361,"Soicher","Guenter","1986-04-24"
247059,"Murtagh","Jahangir","1986-12-06"
498443,"Papadias","Weiye","1986-07-09"
243417,"Castellani","Guiseppe","1986-06-19"
407488,"Cromarty","Vasiliy","1986-08-20"
241686,"Perri","Hideyuki","1986-04-26"
106682,"Miake","Tristan","1986-10-12"
291789,"Benaini","Tiina","1986-04-25"
427821,"Zultner","Yuguang","1986-10-28"
265565,"Pews","Elrique","1986-11-04"
226614,"Fargier","Valery","1986-07-20"
272393,"Armand","Marlo","1986-09-09"
62655,"Muhling","Byong","1986-11-28"
443116,"Weisert","Jaideep","1986-05-03"
408294,"Baek","Khalil","1986-06-13"
19211,"Oxman","JiYoung","1986-11-03"
209121,"Ramalingam","Greger","1986-02-25"
25803,"Bahl","Berto","1986-02-02"
63881,"Fargier","Arto","1986-08-02"
400316,"Dratva","Freyja","1986-01-26"
243184,"Zongker","Hilari","1986-12-14"
269722,"Horswill","Hironoby","1986-03-28"
256031,"Nitsch","Shigeu","1986-04-19"
452058,"Gaughan","Hugh","1986-07-09"
64750,"Birdsall","Chriss","1986-06-20"
43267,"Deville","Udi","1986-02-03"
106174,"Usdin","Barry","1986-04-02"
81645,"Reinhart","Jasminko","1986-09-21"
29743,"Braunmuhl","Petter","1986-07-20"
240834,"Gelosh","Basil","1986-07-20"
26930,"Hennings","Younwoo","1986-06-11"
441829,"Beutelspacher","Phuoc","1986-03-26"
468574,"Leijenhorst","Dines","1986-11-22"
465342,"Jansch","Flemming","1986-12-16"
24230,"Leivant","Sanjoy","1986-09-21"
252827,"Stenning","Kensyu","1986-05-14"
415746,"Egerstedt","Miyeon","1986-01-16"
427332,"Hemaspaandra","Feiyu","1986-03-22"
96232,"Randi","Boguslaw","1986-05-20"
423050,"Schueller","Jianwen","1986-07-26"
220395,"Halloran","Alassane","1986-10-27"
92793,"Henders","Srinidhi","1986-10-19"
231264,"Tsukuda","Vidar","1986-02-24"
450440,"Swift","Peternela","1986-08-23"
443482,"Gulak","Menkae","1986-09-08"
481752,"Copas","Adhemar","1986-09-23"
51082,"Kobara","Patricio","1986-01-20"
446799,"Awdeh","Shigeu","1986-02-15"
474290,"Zhiwei","Fei","1986-07-27"
418278,"Conde","Mayuko","1986-10-27"
467381,"Perez","Satyanarayana","1986-05-11"
261006,"Ibel","Guozhong","1986-07-06"
55039,"Lubachevsky","Vugranam","1986-04-24"
481383,"Yurek","Weiwu","1986-03-20"
249256,"Geffroy","Feipei","1986-03-28"
499907,"Garnham","Arnd","1986-01-12"
238940,"Hemaspaandra","Mikhail","1986-02-20"
229812,"Muchinsky","Sedat","1986-05-25"
19502,"Tibblin","Yongqiao","1986-01-25"
433667,"Leijenhorst","Tzvetan","1986-11-22"
406756,"Straney","Irena","1986-10-11"
485661,"Winter","Elvia","1986-01-07"
293766,"Schurmann","Tomoyuki","1986-08-02"
453071,"Peek","Kristen","1986-02-19"
269003,"Giarratana","Sedat","1986-01-20"
495857,"Sgarro","Hugh","1986-12-23"
477922,"Wissmann","Moriyoshi","1986-02-11"
276965,"Zuberek","Cheong","1986-10-11"
53444,"Bharadwaj","Mabry","1986-10-28"
18931,"Simmel","Tzvetan","1986-10-11"
76115,"Brodal","Martien","1986-04-01"
17589,"Denti","Xuejia","1986-03-07"
95893,"Ossenbruggen","Aleksander","1986-03-28"
469955,"Trelles","Zongyan","1986-10-14"
278351,"Gyorkos","Debaprosad","1986-01-11"
212061,"Kossowski","Annemarie","1986-12-08"
497122,"Veccia","Oguz","1986-04-04"
452871,"Itzigehl","Muneo","1986-03-24"
297308,"Boudaillier","Hauke","1986-02-20"
28956,"Denis","Kristian","1986-05-10"
236511,"Thibadeau","Kensei","1986-05-07"
46499,"Schonegge","Sreekrishna","1986-01-21"
435980,"Rando","Toney","1986-04-02"
108396,"Flowers","Jianwen","1986-04-07"
26596,"Validov","Akhilish","1986-03-08"
100729,"Hardjono","Kwan","1986-09-24"
488519,"Alpin","Qiwen","1986-01-16"
488338,"Pietracaprina","Yaghout","1986-06-17"
403728,"Luby","Hidde","1986-03-17"
279885,"Shrader","Maia","1986-07-07"
476053,"Burnard","Uli","1986-08-27"
46142,"Rassart","Heekeun","1986-10-03"
225671,"Isaak","Ranan","1986-04-26"
224445,"Fasbender","Mohamadou","1986-06-22"
214202,"Azevdeo","Eberhardt","1986-06-20"
85017,"Swiler","Falguni","1986-07-12"
71485,"Munke","Georg","1986-04-26"
40856,"Schaar","Gaurav","1986-03-19"
60981,"Kalorkoti","Yuchang","1986-06-05"
73809,"Muhling","Barun","1986-03-18"
463187,"Penn","Sachin","1986-10-02"
37023,"Flasterstein","Shiv","1986-01-30"
91589,"Kavraki","Jaber","1986-06-02"
70735,"Spataro","Shaowei","1986-11-25"
52369,"Sewelson","Manohar","1986-03-20"
452855,"Edelhoff","Xiong","1986-10-12"
66854,"Glinert","Uno","1986-05-06"
274581,"Lortz","Lidong","1986-03-06"
446469,"Krupka","Yucai","1986-04-22"
473750,"Slutz","Gao","1986-02-06"
216633,"Delgrande","Horward","1986-08-10"
210808,"Ramalingam","Chuanti","1986-12-04"
263696,"Perz","Tremaine","1986-07-07"
282785,"Beausoleil","Mokhtar","1986-11-12"
469592,"Kusakari","Toshimori","1986-08-17"
408719,"Chimia","Sajjad","1986-04-16"
239205,"Brizzi","Masasuke","1986-03-28"
63748,"Covnot","Saeed","1986-01-16"
215176,"Yetim","Syozo","1986-02-13"
495353,"Tischendorf","Odysseas","1986-06-16"
98820,"Erva","Djenana","1986-08-28"
221455,"DiGiano","Morris","1986-11-14"
32947,"Pelc","Ziya","1986-11-14"
54134,"Nilsson","Venkatesan","1986-07-21"
267112,"Klassen","Narain","1986-03-04"
232055,"Morris","Ute","1986-07-25"
20206,"Monarch","Lene","1986-06-25"
60517,"Erde","Yannis","1986-05-13"
277540,"Thiran","Poornachandra","1986-01-28"
221304,"Heping","Chrisa","1986-07-04"
271271,"Seghrouchni","Yurii","1986-10-18"
11435,"Lichtman","Utpal","1986-10-15"
105126,"Versino","Hyuckchul","1986-03-26"
96896,"Talmor","Odoardo","1986-02-25"
16672,"Peris","Georgi","1986-03-13"
232772,"Heusch","Keung","1986-06-01"
453766,"Begiun","Vatsa","1986-08-27"
286538,"Attimonelli","Sukumar","1986-08-21"
79664,"Spell","Subbu","1986-11-02"
292432,"Muhlberg","Fumino","1986-01-18"
42020,"Matzat","Nobuyoshi","1986-05-14"
37693,"Velardi","Garnik","1986-11-07"
83323,"Andreotta","Vesna","1986-09-14"
283963,"Avouris","Moti","1986-10-03"
206864,"Waymire","Shai","1986-06-18"
67134,"Merlo","Eran","1986-12-01"
35332,"Assaf","Xiaoqiu","1986-07-15"
234366,"McFarlan","Goncalo","1986-11-21"
242509,"Hebden","Rosalyn","1986-02-01"
224064,"Piancastelli","Tesuya","1986-01-22"
18843,"Thimonier","Arch","1986-04-03"
65521,"Ambroszkiewicz","Marsha","1986-06-20"
451251,"Itschner","Anneli","1986-11-16"
459477,"Kornyak","Owen","1986-05-25"
34134,"Stasinski","Shietung","1986-08-26"
285406,"Hanabata","Kaijung","1986-11-30"
61620,"Kolinko","Niteen","1986-11-17"
63496,"Munos","Shem","1986-10-05"
291956,"Veldwijk","Claude","1986-10-12"
440750,"Uehara","Wayne","1986-07-01"
279216,"Kamber","Debaprosad","1986-07-20"
221499,"Swift","Ronghao","1986-01-18"
283450,"Olano","IEEE","1986-06-26"
261904,"Raczkowsky","Gurbir","1986-04-01"
486681,"Velasco","Kousuke","1986-04-27"
485499,"Percebois","Cristinel","1986-07-21"
466081,"Schieder","Make","1986-02-26"
53072,"Muntz","Ortrun","1986-09-29"
474884,"Czap","Krassimir","1986-05-21"
205722,"Staelin","Guenter","1986-01-13"
291906,"Dayana","Zhenbing","1986-10-16"
457771,"Syang","Subbu","1986-11-13"
31505,"Reeken","Bangqing","1986-07-07"
293118,"Back","Toshimo","1986-10-18"
222643,"Landherr","Shounak","1986-02-09"
105618,"Bugaenko","Kazunori","1986-05-09"
491120,"Zykh","Kwee","1986-05-23"
12445,"Mahmud","Luisa","1986-02-01"
464094,"McFarlan","Danny","1986-10-18"
419884,"Dichev","Heejo","1986-12-15"
215033,"Ranka","Kwun","1986-05-03"
288775,"Rosch","Froduald","1986-01-08"
68618,"Boguraev","Martins","1986-04-15"
64441,"Rusterholz","Katsuyuki","1986-06-16"
284728,"Legleitner","Aris","1986-10-13"
280382,"Parascandalo","Aleksandar","1986-09-20"
475605,"Hofting","Vishwani","1986-07-02"
80748,"Pluym","Guozhong","1986-04-27"
20968,"Rijsenbrij","Nimmagadda","1986-05-12"
41149,"Wiegley","Alain","1986-09-19"
440352,"Ghalwash","Tianruo","1986-07-29"
206899,"Welham","Charlene","1986-12-27"
476098,"Demeyer","Mariangiola","1986-02-09"
473021,"Attimonelli","Akemi","1986-10-24"
469342,"Belinskaya","Toshimi","1986-07-31"
73064,"Alvarado","Pascal","1986-02-28"
76771,"Krone","Ymte","1986-03-28"
36540,"Verspoor","Djenana","1986-03-01"
70916,"Brendel","Nishit","1986-09-09"
102306,"Lorin","Shao","1986-02-05"
17894,"Swan","Irena","1986-02-13"
476621,"Terlouw","Janalee","1986-02-07"
288492,"Stifter","Hirochika","1986-06-11"
477977,"Raoux","Ebbe","1986-02-22"
37012,"Doering","Gaetan","1986-02-27"
293106,"Cooman","Kwangjo","1986-09-03"
53762,"Seghrouchni","Sanjai","1986-01-04"
481522,"Feinberg","Paddy","1986-08-29"
249411,"Gulik","Kwan","1986-03-27"
477366,"Azadmanesh","Kyoichi","1986-10-04"
226976,"Hartvigsen","Tonny","1986-06-29"
200984,"Picht","Niranjan","1986-06-19"
291830,"Coors","Yuchang","1986-07-02"
429936,"Gils","Vasilii","1986-09-28"
80826,"Lalonde","Zijian","1986-06-06"
435245,"Coullard","Christoph","1986-01-05"
18768,"Kowalchuk","Rosella","1986-07-29"
70528,"Gimarc","Khun","1986-05-31"
224498,"Khalil","Mary","1986-05-13"
297881,"Shiratori","Alper","1986-12-31"
462992,"Erdmenger","Divier","1986-03-29"
213360,"Antonakopoulos","Debaprosad","1986-09-16"
53225,"Sidou","Deniz","1986-12-10"
282525,"Anick","Mang","1986-11-10"
410109,"Leivant","JoAnna","1986-04-03"
453006,"Vandervoorde","Eberhardt","1986-03-19"
84714,"Shiratori","Tonny","1986-12-17"
444600,"Dechter","Nevio","1986-06-18"
414666,"Alpay","Fai","1986-07-16"
405203,"Panienski","Muneo","1986-11-21"
58150,"Hennebert","Sanjit","1986-08-25"
297193,"Danecki","Radhakrishnan","1986-02-10"
88491,"Swiler","Mabry","1986-06-18"
56358,"Masada","Leon","1986-03-23"
68905,"Melski","Subhada","1986-06-29"
450540,"Luby","Hercules","1986-05-26"
47583,"Willoner","Douadi","1986-11-19"
488462,"Demizu","Subhrajyoti","1986-04-02"
217188,"Bach","Leszek","1986-07-28"
51548,"Rahimi","Freyja","1986-01-24"
97312,"Emden","Junsik","1986-01-21"
228970,"Czap","Fumiyo","1986-01-14"
204025,"Keustermans","Sorina","1986-03-22"
16908,"Iisaku","Eben","1986-05-22"
96828,"Sessa","Duri","1986-01-03"
247114,"Molenkamp","Vasilis","1986-08-08"
434442,"Ishibashi","Paraskevi","1986-10-27"
56838,"Veevers","Xinan","1986-07-21"
431272,"Vesel","Rasiah","1986-07-24"
54169,"Pargas","Frederique","1986-05-16"
479438,"Badache","Sreenivas","1986-04-16"
215514,"Sidhu","Kien","1986-01-02"
27356,"Mamelak","Ibibia","1986-02-28"
108027,"Hettesheimer","Reinhold","1986-10-25"
437635,"Garnick","Maya","1986-08-23"
421024,"Strehl","Shuky","1986-04-14"
24872,"Decaestecker","Oguz","1986-12-02"
401264,"Ballarin","Jahangir","1986-06-06"
411372,"Munch","Nahid","1986-05-08"
108126,"Shackell","Izaskun","1986-12-18"
436566,"Erev","Chanjung","1986-07-10"
462506,"Bugaenko","Achilleas","1986-10-11"
43567,"Srimani","Shen","1986-01-07"
475464,"Improta","Avishai","1986-06-02"
52153,"Perl","Shigeichiro","1986-11-23"
413700,"Liedekerke","Zsolt","1986-05-13"
426683,"Muntz","Xudong","1986-11-29"
96929,"Pollacia","Vidar","1986-01-04"
88091,"Mondadori","Karsten","1986-02-18"
91127,"Baar","Phuoc","1986-02-09"
441239,"Plesums","Kwangyoen","1986-09-23"
99423,"Engelmann","Sandeepan","1986-01-09"
487921,"Pelz","Sachio","1986-11-02"
443375,"Demke","Khalil","1986-05-28"
272571,"Ullian","Mack","1986-10-06"
57720,"Hasham","Subhankar","1986-10-10"
61831,"Guardalben","Feixiong","1986-10-14"
95884,"Dayana","Baziley","1986-11-01"
35719,"Waschkowski","Kensei","1986-12-29"
87092,"Nishimukai","Dante","1986-01-21"
222205,"Validov","Ayonca","1986-07-20"
455974,"Leonhardt","Sasan","1986-01-25"
452182,"Sidou","Shaowen","1986-05-22"
64618,"McDermid","Niranjan","1986-07-10"
461999,"Erie","Sachar","1986-02-23"
201339,"Msuda","Duro","1986-02-07"
50040,"Fioravanti","Vatsa","1986-12-08"
203355,"Lally","Chinya","1986-10-10"
42183,"Mitsuhashi","Uma","1986-07-24"
11804,"Rusterholz","Bikash","1986-09-16"
234361,"Kamber","Chiranjit","1986-08-01"
32228,"Horswill","Djelloul","1986-03-19"
492382,"Oaver","Pranas","1986-04-17"
274852,"Highland","Matk","1986-12-08"
497027,"Sankaranarayanan","Morrie","1986-04-01"
63042,"Poujol","Weidon","1986-08-18"
425449,"Goodrum","Minghong","1986-08-25"
105726,"Randt","Jagoda","1986-08-14"
481951,"Spell","Fumitaka","1986-04-10"
34815,"Matzat","Zita","1986-09-18"
242548,"Baaz","Shigenori","1986-04-25"
450689,"Gill","Sivanarayana","1986-02-03"
85912,"Glowinski","Tsz","1986-12-09"
68269,"Falster","Marjo","1986-10-31"
485469,"Mitchem","Chaosheng","1986-12-26"
210288,"DasSarma","Oscar","1986-04-30"
51091,"Harllee","Shahid","1986-10-15"
400640,"Marrevee","Hironoby","1986-10-06"
59089,"Zirintsis","Ramya","1986-10-06"
434668,"Cannard","Mabry","1986-07-01"
456395,"Katalagarianos","Martina","1986-04-08"
247375,"Scharstein","Troy","1986-12-03"
220417,"Marrakchi","Lidong","1986-07-27"
233633,"Kusalik","Masami","1986-02-20"
440150,"Lorcy","Luigi","1986-01-10"
84487,"Hashii","Apostol","1986-12-17"
85921,"Puoti","Shin","1986-07-23"
105343,"Bresenham","Anestis","1986-04-06"
104779,"Hartvigsen","Sergi","1986-09-22"
431231,"Rajaraman","Suvo","1986-12-23"
101811,"Lenart","Chaoyi","1986-01-31"
290821,"Schueller","Qingxiang","1986-06-14"
255502,"Fontet","Zhigen","1986-09-26"
208365,"Baby","Phule","1986-11-08"
205776,"Bain","Kazuyasu","1986-12-07"
108519,"Ballarin","Stella","1986-07-21"
457385,"Ghandeharizadeh","Sachio","1986-04-29"
496261,"Narlikar","Constantino","1986-02-17"
264257,"Pettis","Heon","1986-11-01"
260483,"Denos","Masami","1986-02-03"
297024,"Pews","Lakshmi","1986-05-02"
405383,"Masand","Kamran","1986-10-08"
242967,"Escriba","Susuma","1986-10-03"
420988,"Itzigehl","Chuanyi","1986-08-24"
42259,"Hofting","Petter","1986-02-19"
227788,"Tokunaga","Joydip","1986-08-03"
463043,"Potthoff","Shai","1986-12-13"
233231,"Merro","Hilari","1986-01-02"
75487,"Mandelberg","Kwangsub","1986-05-23"
477165,"Parascandalo","Aluzio","1986-02-27"
464035,"Ishibashi","Shirish","1986-10-20"
479744,"Kamble","Moni","1986-02-01"
244792,"Borovoy","Gonzalo","1986-04-11"
100502,"Gladwell","Bernardo","1986-08-24"
30564,"Kalloufi","Ortrud","1986-08-27"
446598,"Sommer","Genta","1986-06-11"
36327,"Sadowsky","Falguni","1986-03-18"
442742,"Pavlopoulou","Ramalingam","1986-11-21"
443979,"Oaver","Wayne","1986-08-18"
419868,"Erman","Irena","1986-05-03"
84717,"Attimonelli","Zhongwei","1986-11-01"
48686,"Bade","Huiqun","1986-05-13"
449051,"Yeung","Jingling","1986-05-24"
207012,"Goodrum","Masamitsu","1986-11-14"
448320,"Anily","Ranga","1986-11-10"
238618,"Schaap","Vishu","1986-12-17"
248914,"Ranai","Mang","1986-12-12"
490288,"Aloisi","Nidapan","1986-10-08"
200008,"Hutter","Zeydy","1986-10-10"
53114,"Farrow","Angel","1986-03-26"
282720,"Diderrich","Falguni","1986-01-04"
214324,"Felder","Uta","1986-11-27"
468878,"Rubsam","Anwar","1986-02-16"
102257,"Tsukune","Stella","1986-07-28"
221268,"Flexer","Yahiko","1986-04-26"
64841,"Vecchi","Stafford","1986-02-14"
427931,"Jumpertz","Moss","1986-02-07"
31763,"Fadgyas","Tetsurou","1986-06-21"
488655,"Ramsak","Shooichi","1986-03-23"
20402,"Shrader","Szabolcs","1986-10-29"
17752,"Chepyzhov","Mona","1986-11-02"
293223,"Poulakidas","Yuqun","1986-04-27"
28454,"Nitto","Ugo","1986-10-29"
475262,"Heinisuo","Pintsang","1986-05-02"
99161,"Heyers","Ramya","1986-10-25"
219442,"Delaune","Becky","1986-06-18"
261567,"Pezzoli","Aksel","1986-11-09"
23528,"Compeau","Barton","1986-10-05"
214204,"Glowinski","Alexius","1986-07-10"
224516,"Schlenzig","Kazuhito","1986-03-06"
462810,"Ressouche","Naftaly","1986-07-27"
102242,"Lueh","Oksana","1986-05-09"
215553,"Barbanera","Alenka","1986-09-23"
224940,"Luon","Jeanna","1986-08-01"
499290,"Oaver","Xiaoqiu","1986-04-13"
28637,"Kenevan","Moto","1986-01-01"
51001,"Pauthner","Doowon","1986-04-08"
425119,"Kaiserswerth","Charlene","1986-08-31"
35430,"Chimia","Eldridge","1986-09-29"
207661,"Leslie","Hairong","1986-05-15"
412128,"Bahl","Shahab","1986-03-18"
246962,"Murrill","Lidong","1986-09-30"
413335,"Etalle","Denny","1986-03-18"
70223,"Stiles","Yifei","1986-12-25"
212222,"Zultner","Zejun","1986-09-11"
498835,"Fandrianto","Zhonghui","1986-12-25"
240150,"Schwartzbauer","Arne","1986-01-18"
211010,"Pews","Boutros","1986-10-08"
245607,"Delaune","Masato","1986-05-06"
15595,"Waeselynck","Tru","1986-04-29"
77209,"Salverda","Munehiro","1986-09-28"
415791,"Polupanov","Sergi","1986-03-16"
64728,"Hedayat","Akhilish","1986-12-19"
451809,"Glowinski","Stella","1986-03-11"
288489,"McClurg","Heather","1986-11-02"
204757,"Vigier","Kensei","1986-09-13"
67639,"Rodite","Hitomi","1986-08-25"
75096,"Himler","Faiza","1986-11-20"
487658,"Erdi","Boalin","1986-11-18"
88517,"Luit","Ulf","1986-08-31"
473079,"Azadmanesh","Radhia","1986-08-17"
409435,"Gulla","Gad","1986-09-20"
458099,"Baalen","Subbu","1986-04-20"
280535,"Conti","Shay","1986-03-05"
58048,"Poujol","Salvador","1986-06-11"
232294,"Klerer","Arie","1986-05-25"
261130,"Stassinopoulos","Brigham","1986-06-30"
92961,"Speek","Youjian","1986-02-25"
280471,"Chepyzhov","Siamak","1986-07-01"
444193,"Farrag","Waiman","1986-11-28"
438373,"Rodite","Josyula","1986-08-06"
496660,"Schonegge","Jianhui","1986-07-28"
33730,"Bahk","Akemi","1986-03-19"
267987,"Provine","Martijn","1986-01-21"
421571,"Knightly","Udo","1986-10-11"
31050,"Bednarek","Yongmao","1986-10-18"
55533,"Worfolk","Subir","1986-04-22"
282270,"Giarratana","Val","1986-04-05"
413671,"Moehrke","Aral","1986-01-08"
235702,"Ashish","Kien","1986-02-27"
15528,"Demos","Morrie","1986-12-11"
228916,"Cappello","Gor","1986-08-31"
483903,"Danner","Khaled","1986-04-03"
448144,"Benaini","Zhanqiu","1986-04-06"
211123,"Carrera","Mingdong","1986-04-14"
79839,"Bolotov","Khue","1986-10-06"
78014,"Ressouche","Gay","1986-03-07"
443057,"Figueira","Dietrich","1986-06-03"
27269,"Huxford","Jovan","1986-11-14"
290388,"Ozeki","Christ","1986-01-28"
263879,"Carrere","Tianruo","1986-05-08"
275056,"Ruther","Haldun","1986-02-09"
214120,"Kriebel","Sudhanshu","1986-11-08"
26305,"Junot","Ortrud","1986-05-09"
443891,"Brookner","Zhenhua","1986-02-25"
413272,"Comellas","Xianlong","1986-08-12"
227034,"Baja","Cedric","1986-01-20"
296896,"Birsak","Aleksandar","1986-04-13"
268584,"Rahimi","Emran","1986-12-15"
37659,"Armand","Florina","1986-07-23"
483004,"Sifakis","Sergi","1986-08-12"
253255,"Reeken","Deborah","1986-01-17"
12809,"Gargeya","Huei","1986-01-15"
265387,"Orsini","Giao","1986-11-19"
27883,"Nilsson","Woody","1986-04-27"
288531,"Stentiford","Rosli","1986-06-29"
224431,"Bruckman","Xiadong","1986-12-16"
284581,"Peltason","Manohar","1986-03-25"
36820,"Aingworth","Navin","1986-05-19"
87437,"Schmiedel","Miomir","1986-04-02"
210222,"Lichtner","Yoshinari","1986-02-16"
258514,"Thimonier","Lech","1986-02-04"
437095,"Hebden","Alper","1986-02-08"
102643,"Caine","Muneo","1986-09-12"
232407,"Mawatari","Ung","1986-10-06"
425773,"Michaeli","Arnd","1986-11-06"
462494,"Vieri","Kyoichi","1986-03-07"
26875,"Thombley","Toshiko","1986-12-11"
498777,"Wynblatt","Shih","1986-12-23"
423673,"Lamma","Peternela","1986-02-05"
282636,"Kitai","Juyoung","1986-06-29"
22270,"Potthoff","Chikara","1986-03-18"
82492,"Stellhorn","Hairong","1986-05-07"
23707,"Ananiadou","Yoshimitsu","1986-04-26"
268397,"Birsak","Xinan","1986-10-08"
229542,"Gopalakrishnan","Chaosheng","1986-02-22"
67292,"Wynblatt","Tzvetan","1986-04-23"
31040,"Babb","Elgin","1986-04-01"
46226,"Vickson","Saeko","1986-05-23"
250755,"Whitcomb","Yuguang","1986-01-13"
299450,"Welham","Mahendra","1986-05-16"
445630,"Rosch","Bangqing","1986-01-14"
17959,"Zaumen","Alejandra","1986-07-08"
474593,"Ferriere","Zhensheng","1986-08-12"
432584,"Luce","Kazuhiro","1986-04-18"
74632,"Uchoa","Ortrud","1986-06-10"
225634,"Butner","Hauke","1986-03-07"
21750,"Shumilov","Padma","1986-01-24"
74411,"Narlikar","Marla","1986-11-25"
230672,"Benantar","Saniya","1986-03-01"
435369,"Bage","Paraskevi","1986-05-01"
276267,"Caine","Hilari","1986-08-20"
483858,"Papadias","Randy","1986-12-29"
107657,"Rossi","Kwangsub","1986-12-28"
22045,"Piveteau","Vincent","1986-06-16"
83107,"Brlek","Barry","1986-10-30"
94031,"Angiulli","Gennady","1986-10-14"
69372,"Hasham","Huan","1986-08-30"
27977,"Linnainmaa","Geoff","1986-03-28"
488222,"Kleiser","Taisook","1986-11-03"
295000,"Baaleh","Marsha","1986-12-03"
37328,"Quadeer","Yolla","1986-01-18"
490068,"Anido","Kwok","1986-02-14"
205692,"Suppi","Berni","1986-04-15"
451713,"Waymire","Shounak","1986-12-06"
278195,"Ozery","Adib","1986-01-18"
105998,"Sanella","Herb","1986-01-15"
469170,"Muntz","Zhaofang","1986-04-27"
46850,"Varker","Stella","1986-06-04"
479054,"Eiron","Heping","1986-07-18"
80398,"Bratsberg","Satyanarayana","1986-05-01"
263037,"Rabejac","Weijing","1986-03-14"
481166,"Acton","Behnaam","1986-01-16"
231887,"Petereit","Yongmin","1986-01-18"
89671,"Jiafu","Jahangir","1986-03-11"
240868,"Bale","Kensyu","1986-01-19"
433762,"Baez","Vishwani","1986-12-27"
236822,"Pfau","Huiqun","1986-06-10"
246019,"Manderick","Sigeru","1986-08-20"
442480,"Denny","Branimir","1986-07-13"
267407,"Falster","Taisook","1986-02-05"
54055,"Famili","Mitsuyuki","1986-03-09"
73318,"Highland","Elliott","1986-11-25"
35675,"Panwar","Huai","1986-08-13"
290502,"Mondadori","Sasan","1986-09-20"
403609,"Foote","Bartek","1986-12-05"
298537,"Szilard","Constantine","1986-01-22"
297283,"Syrzycki","Yongqiao","1986-06-13"
249899,"Boissier","Takushi","1986-03-30"
415738,"Spieker","Suzette","1986-03-23"
270086,"Oppitz","Jovan","1986-07-30"
293979,"Uhrig","Alselm","1986-07-04"
285769,"Warwick","Willard","1986-04-29"
298520,"Gomatam","Mikhail","1986-11-21"
298018,"Kusakari","Limsoon","1986-07-04"
413564,"Stifter","Jixiang","1986-10-31"
21385,"Shiratori","Mikhail","1986-04-17"
223734,"Wrigley","Gro","1986-02-12"
54380,"Schonegge","Randi","1986-05-05"
35558,"Staudhammer","Kshitij","1986-12-22"
87160,"Gihr","Nevio","1986-05-25"
263261,"Homond","Caolyn","1986-12-12"
291311,"Hofman","Adly","1986-03-16"
268219,"Khamsi","Marsha","1986-01-22"
412074,"Wixon","Marjo","1986-05-15"
248899,"Oberman","Sanjit","1986-01-29"
449688,"Peres","Krisda","1986-03-30"
401579,"Mandell","Debatosh","1986-10-13"
76909,"Luft","Samphel","1986-02-12"
416809,"Bondorf","Ashish","1986-09-09"
81947,"Angiulli","Jacqueline","1986-05-14"
276971,"Kropp","Abdulah","1986-07-05"
462141,"Ramsay","Shirish","1986-01-21"
70759,"Nannarelli","Mana","1986-06-11"
470351,"Stamatiou","Nakhoon","1986-06-03"
478459,"Benzaken","Susanna","1986-06-29"
412732,"Marquardt","Goetz","1986-12-11"
12937,"Cincotta","Arup","1986-01-26"
224948,"Ishibashi","Goh","1986-04-17"
41589,"Ebeling","Seshu","1986-03-25"
237744,"Senzako","Bodh","1986-07-12"
443942,"Heystek","Kwan","1986-12-18"
435352,"Gerteisen","Shin","1986-07-18"
281758,"Kruskal","Feiyu","1986-10-23"
